1,-1,866.551,376.374,121.747,274.04,99.7870206833,-1,-1,-1
1,-1,1175.55,336.873,103.453,336.621,99.0715622902,-1,-1,-1
1,-1,1028.13,384.376,107.325,214.599,96.5303361416,-1,-1,-1
1,-1,39.5977,389.41,154.234,326.87,96.4531183243,-1,-1,-1
1,-1,162.924,434.364,85.9524,262.879,94.9158430099,-1,-1,-1
1,-1,760.481,403.254,85.9828,222.924,93.2399690151,-1,-1,-1
1,-1,1140.63,382.536,42.4465,129.857,90.5300855637,-1,-1,-1
1,-1,720.579,417.947,38.8975,73.7431,87.2454941273,-1,-1,-1
1,-1,976.862,82.6708,64.0323,117.362,83.3102226257,-1,-1,-1
1,-1,662.591,407.544,54.0275,225.932,82.0698678493,-1,-1,-1
1,-1,2.06796,456.281,34.2641,136.022,80.7080328465,-1,-1,-1
1,-1,837.382,397.617,57.6552,187.676,79.9157202244,-1,-1,-1
1,-1,9.94959,444.687,94.0479,267.104,72.6026296616,-1,-1,-1
1,-1,980.752,397.855,87.0305,219.443,70.6365644932,-1,-1,-1
1,-1,282.114,433.822,45.2341,213.835,69.2569375038,-1,-1,-1
1,-1,953.954,391.907,43.7285,170.254,61.8853926659,-1,-1,-1
1,-1,689.078,409.912,35.8729,67.9487,39.1326010227,-1,-1,-1
2,-1,1175.19,345.856,103.785,323.15,99.3334412575,-1,-1,-1
2,-1,830.443,356.269,134.307,303.261,99.3297755718,-1,-1,-1
2,-1,619.097,407.267,83.4788,216.098,98.6193239689,-1,-1,-1
2,-1,1029.68,384.241,87.0422,224.672,97.4346756935,-1,-1,-1
2,-1,7.08606,366.787,131.348,346.781,95.133459568,-1,-1,-1
2,-1,108.387,425.021,130.48,270.78,94.151777029,-1,-1,-1
2,-1,1121.86,374.508,44.2788,166.229,93.4887170792,-1,-1,-1
2,-1,739.678,397.593,90.8729,229.839,93.1772172451,-1,-1,-1
2,-1,959.494,85.2539,63.0175,117.332,84.1739475727,-1,-1,-1
2,-1,957.13,402.888,90.9702,206.412,65.9746825695,-1,-1,-1
2,-1,1239.68,350.069,39.3186,183.706,65.5903100967,-1,-1,-1
2,-1,934.789,395.516,43.1892,165.683,65.1172161102,-1,-1,-1
2,-1,812.709,372.977,71.0601,225.252,52.8288900852,-1,-1,-1
2,-1,668.144,414.269,38.9913,82.795,43.4130012989,-1,-1,-1
2,-1,1092.06,383.22,31.8757,67.7881,34.4433397055,-1,-1,-1
2,-1,846.291,457.736,33.6941,127.665,31.3140124083,-1,-1,-1
2,-1,2.20743,463.551,53.1056,196.244,30.8249354362,-1,-1,-1
3,-1,1146.69,347.288,124.333,321.189,99.0420281887,-1,-1,-1
3,-1,820.595,355.416,140.621,290.006,98.9835202694,-1,-1,-1
3,-1,127.394,424.609,85.4066,269.116,98.3800828457,-1,-1,-1
3,-1,1007.65,381.316,93.3887,227.834,97.8664159775,-1,-1,-1
3,-1,594.207,402.748,94.854,228.136,97.41345644,-1,-1,-1
3,-1,720.958,392.625,95.7904,235.211,95.1337635517,-1,-1,-1
3,-1,0.0,407.565,93.6955,307.205,93.404006958,-1,-1,-1
3,-1,1114.29,386.889,42.0105,135.399,93.2040095329,-1,-1,-1
3,-1,566.24,400.036,56.9802,236.406,92.0747101307,-1,-1,-1
3,-1,51.1057,413.528,114.702,301.069,90.6722128391,-1,-1,-1
3,-1,934.12,385.978,82.5157,193.23,79.1814863682,-1,-1,-1
3,-1,947.94,88.1919,58.9025,110.018,78.2624721527,-1,-1,-1
3,-1,819.949,495.186,32.6829,91.3343,70.4243004322,-1,-1,-1
3,-1,916.292,399.189,44.5818,161.893,64.4886612892,-1,-1,-1
3,-1,789.503,428.918,39.4725,151.763,55.0491452217,-1,-1,-1
3,-1,653.104,405.716,40.1709,76.2266,51.0714352131,-1,-1,-1
3,-1,656.481,414.1,70.5582,203.572,45.5181986094,-1,-1,-1
3,-1,1075.57,379.585,33.3408,65.3169,43.9891248941,-1,-1,-1
